,sentence,emotion
4759,quit your swearing person quityour yourswearing swearingperson  quityourswearing yourswearingperson ,3
4760,what you want  whatyou youwant want  whatyouwant youwant ,3
4761, going to lose  mn like person here for tht  going goingto tolose lose mn mnlike likeperson personhere herefor fortht tht  goingto  tolose losemn mnlike mnlikeperson   herefortht fortht ,3
4762, too little nd wek like  girl too toolittle littlend ndwek weklike like girl  toolittle toolittlend littlendwek ndweklike weklike likegirl ,3
4763,  know  up what sht  been through to put you n that state  know know up upwhat whatsht sht been beenthrough   putyou youn nthat   know know knowup upwhat upwhatsht whatsht shtbeen beenthrough been put you putyoun younthat n ,3
4764,after we get to the capital whatever the emperor does to you is not me responsibility   getto tothe thecapital  whateverthe    toyou youis isnot notme   get to gettothe  the the whatever does to you    not ,3
4765,this man should be ashamed of himself thisman manshould shouldbe beashamed ashamedof ofhimself  thismanshould manshouldbe shouldbeashamed beashamedof ashamedofhimself ,3
4766,she ws  crckhed shews ws crckhed  shews wscrckhed ,3
4767,we have to watch these convicts and murderers all the time wehave haveto towatch    andmurderers  allthe thetime  wehaveto  to convicts and murderers and the allthetime ,3
4768,looks like  gonna owe us some money fat boy lookslike like gonna    somemoney    lookslike likegonna  us some money some boy ,3
4769,you  fuck with my  you fuck fuckwith withmy my  youfuck fuckwith fuckwithmy withmy ,3
4770,  need you to tell me what our prortes are person  need needyou youto totell tellme mewhat  ourprortes prortesare areperson  need needyou needyouto   tellmewhat me prortes ourprortesare prortesareperson ,3
4771,it seems person tht my ffirs re becoming  pin in the ss   persontht thtmy myffirs ffirsre rebecoming becoming pin pinin inthe thess  person tht personthtmy thtmyffirs myffirsre ffirsrebecoming rebecoming becomingpin pinin pininthe inthess ,3
4772,  care how you do t but you fnd that desert rat  care  howyou youdo dot tbut butyou youfnd fndthat    care  you howyoudo youdot dotbut tbutyou butyoufnd youfndthat fnd rat ,3
4773,she ws so ft tht when she st down on  phrmcy stool she got hungover shews wsso soft fttht thtwhen  shest stdown downon on phrmcy phrmcystool  shegot   shewsso wssoft softtht ftthtwhen tht st shestdown stdownon downon onphrmcy phrmcystool phrmcy got she ,3
4774,there is nothing in location thereis isnothing nothingin inlocation  thereisnothing isnothingin nothinginlocation ,3
4775,this is your shit bucket folks thisis isyour yourshit shitbucket bucketfolks  thisisyour isyourshit yourshitbucket shitbucketfolks ,3
4776,he likes to drive shit out of white trash like you boy     shitout outof    likeyou youboy  to drive shit out  out trash like you  ,3
4777,but the hair is rotten here butthe thehair hairis isrotten rottenhere  butthehair thehairis hairisrotten isrottenhere ,3
4778,well you big bastard come on wellyou youbig bigbastard bastardcome comeon  wellyoubig youbigbastard bigbastardcome bastardcomeon ,3
4779,that  had to chew hs ass to get hm to move on t he seemed more nterested n f when and how  was fuckng person than n hs own nvestgaton that had hadto tochew chewhs hsass  toget gethm hmto tomove moveon ont the heseemed  morenterested nterestedn nf fwhen whenand andhow how was wasfuckng fuckngperson  thann nhs hsown ownnvestgaton  thathad hadto  tochewhs chewhsass hs get togethm gethmto hmtomove  moveont onthe theseemed he nterested morenterestedn nterestednf nfwhen fwhenand  andhow howwas wasfuckng wasfuckngperson fuckng n thannhs nhsown hsownnvestgaton ,3
4780,her pussy herpussy  ,3
4781,young man your hypocritical piety is starting to piss me off youngman manyour     startingto topiss pissme meoff   man piety is starting to startingtopiss topissme pissmeoff ,3
4782, you have any principles  you youhave haveany anyprinciples principles  youhave youhaveany haveanyprinciples anyprinciples ,3
4783, be  fool be be fool  be befool ,3
4784,in hospital  hide cigars and brandy all over the place inhospital hospital hide     allover overthe theplace  inhospital hospitalhide  and brandy all over alloverthe overtheplace ,3
4785,not one word of what  saying is being printed in that state  notone   ofwhat what saying  isbeing   inthat  state  not of what ofwhat whatsaying  being is in that in  ,3
4786,  thnk  want body to body contact  thnk thnk want wantbody bodyto tobody bodycontact  thnk thnk thnkwant wantbody wantbodyto bodytobody tobodycontact ,3
4787,without their guns  nothing at all withouttheir theirguns guns nothing nothingat atall  withouttheirguns theirguns gunsnothing nothingat nothingatall ,3
4788,now  know exactly what you thnk of me and why now know   whatyou youthnk thnkof ofme meand andwhy  nowknow  what you whatyouthnk youthnkof thnkofme   ,3
4789,because of this attempted prison break person would have to serve additional time  ofthis     personwould wouldhave haveto toserve    this of prison break person would    to time ,3
4790, wanted to apologze for the other nght and  was wonderng f  can have an opportunty to see you agan today and and just talk wanted wantedto toapologze apologzefor forthe theother othernght nghtand and was waswonderng wonderngf f can canhave havean anopportunty opportuntyto tosee seeyou youagan agantoday   andjust justtalk  wantedto wantedtoapologze toapologzefor apologzeforthe fortheother theothernght othernghtand nghtand andwas waswonderng waswonderngf wonderngf fcan canhave  haveanopportunty anopportuntyto opportuntytosee toseeyou seeyouagan youagantoday agan and just  ,3
4791,that is disgusting mean gene  thatis isdisgusting disgustingmean meangene gene  thatisdisgusting isdisgustingmean disgustingmeangene meangene ,3
4792, you have any respect for yourself  you youhave haveany anyrespect respectfor foryourself yourself  youhave youhaveany haveanyrespect anyrespectfor respectforyourself foryourself ,3
4793,person  wondered who ate these damn thngs person wondered wonderedwho whoate atethese thesedamn damnthngs  personwondered wonderedwho wonderedwhoate whoatethese atethesedamn thesedamnthngs ,3
4794,you got old yougot gotold  yougotold ,3
4795,we voted you best officer to be mrooned on  desert islnd with   youbest   tobe bemrooned mroonedon on desert desertislnd islndwith  you best you to be tobemrooned bemroonedon mroonedon ondesert desertislnd desertislndwith ,3
4796,but  talking about the illegal part of it but talking talkingabout aboutthe theillegal illegalpart partof ofit  buttalking talkingabout      ,3
4797,  ,3
4798,and he was the dreamer isaac yawn andhe hewas wasthe thedreamer dreamerisaac isaacyawn  andhewas hewasthe wasthedreamer thedreamerisaac dreamerisaacyawn ,3
4799,and the smell it lingers you know andthe thesmell smellit itlingers lingersyou youknow  andthesmell thesmellit smellitlingers itlingersyou lingersyouknow ,3
4800, ddn't beleve n the propheces ddn't ddn'tbeleve beleven nthe thepropheces  ddn'tbeleve ddn'tbeleven beleventhe nthepropheces ,3
4801, served next to your jelled spne for two decades served   toyour yourjelled jelledspne spnefor fortwo    to your toyourjelled yourjelledspne jelledspnefor spnefortwo for ,3
4802,you would like to be stupid foolish should be one of your goals youwould wouldlike liketo tobe    shouldbe  oneof ofyour   youwouldlike wouldliketo liketobe to foolish should be should of oneofyour of ,3
4803,those boys just destroyed my station house and two of my cars       houseand   ofmy   just destroyed my station house and house of my of ,3
4804, uncomfortable with whatever this is uncomfortable uncomfortablewith withwhatever whateverthis thisis  uncomfortablewith uncomfortablewithwhatever withwhateverthis whateverthisis ,3
4805, work wth  junke  work workwth wth junke junke  workwth workwth wthjunke junke ,3
4806,you fooled this young whippersnapper but you  fool nobody else       butyou you fool   else  this young whippersnapper but you butyou youfool  else  ,3
4807, nothing mysterious bout her  just  little cockroch nothing  mysteriousbout bouther her just just little littlecockroch   bout mysteriousbouther bouther herjust just justlittle littlecockroch ,3
4808,if you  tell me everything you know you become an accessory before the murder ifyou you tell tellme meeverything everythingyou youknow knowyou youbecome becomean      ifyou youtell tellme    youknowyou   become before the murder ,3
4809,oh my god what an idiot ohmy mygod godwhat whatan anidiot  ohmygod mygodwhat godwhatan whatanidiot ,3
4810,you just  bury  fmous movie str like she ws n unidentified body youjust just bury bury fmous fmousmovie moviestr strlike likeshe shews wsn nunidentified   youjust justbury bury buryfmous fmousmovie fmousmoviestr moviestrlike strlikeshe likeshews shewsn wsnunidentified n ,3
4811,this presumptuous little flirtation is over thispresumptuous presumptuouslittle littleflirtation flirtationis isover  thispresumptuouslittle presumptuouslittleflirtation littleflirtationis flirtationisover ,3
4812,  want any of that slop  want wantany anyof ofthat thatslop  want wantany wantanyof anyofthat ofthatslop ,3
4813, ntend to provde  full report on your ctvtes n ths cmp ntend ntendto toprovde provde full   onyour yourctvtes ctvtesn nths thscmp  ntendto ntendtoprovde toprovde provdefull  on your onyourctvtes yourctvtesn ctvtesnths nthscmp ,3
4814,do your friends put money in your pocket person  doyour yourfriends   moneyin inyour   person   your money in  in person  ,3
4815, sure you feel the same about me so  stay out of each  way sure sureyou youfeel feelthe   aboutme meso so stay stayout outof  each way  sureyou  youfeelthe feel about me  meso sostay stayout stayoutof out  eachway ,3
4816,no  do not lke t no do donot notlke lket  nodo donot donotlke notlket ,3
4817,only prostitutes smoke in public onlyprostitutes prostitutessmoke smokein inpublic  onlyprostitutessmoke prostitutessmokein smokeinpublic ,3
4818,every little sin and misdemeanour raked over and over        andover  sin and misdemeanour raked over and over ,3
4819,no need to mock the grave noneed needto tomock mockthe thegrave  noneedto needtomock tomockthe mockthegrave ,3
4820,how long do you expect the world to believe those  your soldiers  howlong  doyou youexpect expectthe theworld  tobelieve  those your  soldiers  how you doyouexpect   the believe to  thoseyour   ,3
4821,and we are no longer victims of this violent  act which so  women and betrayed men andwe weare areno nolonger   ofthis  violent act   so women womenand    andweare  arenolonger no of this of  violentact  so  sowomen womenand women men ,3
4822,once tht secret  the  visit to  secret ir bse to  things from  spce oncetht thtsecret secret the the visit  to secret secretir irbse bseto to things thingsfrom from spce  oncethtsecret thtsecret secretthe the thevisit   tosecret secretir secretirbse irbseto bseto tothings thingsfrom thingsfrom fromspce ,3
4823,if you ever talk to me like that again  make sure you never win another election in your life ifyou youever  talkto tome melike likethat thatagain again make  sureyou younever     inyour yourlife   you to talktome  melikethat  thatagain againmake  you  you another election in your  ,3
4824,look he  work here anymore so lookhe he work workhere hereanymore anymoreso  lookhe hework workhere workhereanymore hereanymoreso ,3
4825,you can afford t when  kck your teeth  youcan canafford affordt twhen when kck kckyour  teeth  youcanafford canaffordt affordtwhen twhen whenkck kckyour kck  ,3
4826,well  heard enough well heard heardenough  wellheard heardenough ,3
4827,who are you  man pencils are sold at location whoare areyou you man     atlocation  whoareyou areyou youman  are sold at location ,3
4828,well well well what do we have here  wellwell wellwell wellwhat whatdo dowe wehave havehere here  wellwellwell wellwellwhat wellwhatdo whatdowe dowehave wehavehere havehere ,3
4829,there are too many of those candy donuts thereare  toomany manyof  thosecandy candydonuts  there many toomanyof many candy thosecandydonuts ,3
4830,these videos were posted together with instructions from the kidnappers           were posted together with instructions from the kidnappers ,3
4831,you are the fool mr person youare arethe thefool foolmr mrperson  youarethe arethefool thefoolmr foolmrperson ,3
4832,if you lay one finger on that poor sweet  girl  despise yourself forever ifyou youlay    onthat thatpoor  sweet girl girl despise    ifyoulay you finger on that  that  sweetgirl girl girldespise  forever ,3
4833,he rn over loction like  run over  dog nd never bothered to stop his cr hern rnover overloction loctionlike like run  over dog dognd ndnever  botheredto tostop  hiscr  hernover rnoverloction overloctionlike loctionlike likerun   overdog dognd dogndnever nd to  to cr ,3
4834,are you still  areyou youstill still  areyoustill youstill ,3
4835,person you of all people should understand by now that to me  the same thing personyou       bynow nowthat thatto tome me the  samething  person all people should understand by now   thattome tome methe  thing ,3
4836,strong mouthwash may be gentle strongmouthwash mouthwashmay maybe begentle  strongmouthwashmay mouthwashmaybe maybegentle ,3
4837,see you later  seeyou youlater later  seeyoulater youlater ,3
4838, need some tme need needsome sometme  needsome needsometme ,3
4839,well yesterdy he ws just  guy working in the deprtment of city plnning wellyesterdy yesterdyhe hews wsjust just guy   inthe thedeprtment deprtmentof  cityplnning  wellyesterdyhe yesterdyhews hewsjust wsjust justguy  in the inthedeprtment thedeprtmentof deprtment plnning ,3
4840,jesus christ man jesuschrist christman  jesuschristman ,3
4841,it is time for you rebels to learn that you cannot take the law into your own hands itis  timefor foryou     thatyou youcannot  takethe thelaw   yourown   it for  for to learn that you  you the  the your own your ,3
4842, no hero so  worry about it no nohero heroso so worry worryabout aboutit  nohero  heroso soworry worryabout worryaboutit ,3
4843, way out of our league  way wayout outof ofour ourleague league  wayout wayoutof outofour ofourleague ourleague ,3
4844,this greaser was just trying to tell me how to run my business   wasjust justtrying tryingto totell tellme  howto torun  mybusiness  was just  justtryingto   tell to  to business ,3
4845, you lend us something like   you youlend  ussomething somethinglike like   youlend you something  somethinglike like ,3
4846,do some more rolling and tossing and thinking about it  somemore      thinkingabout aboutit  more some and tossing and thinking about  ,3
4847,after we get to the capital whatever the emperor does to you is not my responsibility   getto tothe thecapital  whateverthe    toyou youis isnot notmy myresponsibility  get to gettothe  the the whatever does to you   isnotmy  ,3
4848,the woman will still be your death person thewoman womanwill willstill stillbe beyour  deathperson  thewomanwill womanwillstill willstillbe stillbeyour be person ,3
4849,his life means nothing hislife lifemeans meansnothing  hislifemeans lifemeansnothing ,3
4850,this thing goes to  mn's hed thisthing thinggoes goesto to mn's mn'shed  thisthinggoes thinggoesto goesto tomn's mn'shed ,3
4851,how do you expect him to pay  howdo doyou youexpect expecthim himto topay pay  howdoyou doyouexpect youexpecthim expecthimto himtopay topay ,3
4852,then  turn my bck nd he stels  glss then turn turnmy mybck bcknd ndhe hestels stels glss  thenturn turnmy turnmybck mybcknd bckndhe ndhestels hestels stelsglss ,3
4853,well guess what mother  dd t to get away from you wellguess guesswhat  mother dd ddt tto toget getaway awayfrom fromyou   guess  motherdd ddt ddtto ttoget  getawayfrom  ,3
4854,he  in front of  bullet for me once cught it in his left hnd nd  it up the  ss he in infront frontof of bullet  forme  oncecught cughtit itin inhis  lefthnd hndnd nd it itup  the ss  hein infront infrontof frontof ofbullet  me for cught oncecughtit cughtitin  in hnd lefthndnd hndnd ndit itup it  thess ,3
4855,sicking that horrible dame on him sickingthat thathorrible horribledame dameon onhim  sickingthathorrible thathorribledame horribledameon dameonhim ,3
4856,all the best fools come from location but only the bigger fools go there allthe thebest   comefrom fromlocation       gothere   the come from  from only the bigger fools go there ,3
4857,yes well   stupid womn yeswell well  stupid stupidwomn  yeswell well stupid stupidwomn ,3
4858,you  mind saying it but why not do something about your  you mind  sayingit itbut  whynot notdo dosomething somethingabout aboutyour your  youmind  it  it not whynotdo    aboutyour ,3
4859,playing with amateurs huh  playingwith withamateurs amateurshuh huh  playingwithamateurs withamateurshuh amateurshuh ,3
4860, ever try to come in between you smart eyed slob ever  tryto tocome comein  betweenyou      to   come you between eyed slob ,3
4861,with my hand out not in million years withmy myhand handout outnot notin inmillion millionyears   myhandout handoutnot outnotin notinmillion inmillionyears ,3
4862, this  public responsibility to respond  this this public publicresponsibility responsibilityto torespond respond  this thispublic publicresponsibility publicresponsibilityto responsibilitytorespond torespond ,3
4863,but  little more of your stupid behvior nd even the respect of my house  protect you but little littlemore moreof ofyour  stupidbehvior behviornd ndeven    ofmy myhouse house protect protectyou  butlittle littlemore   of behvior stupidbehviornd behviorndeven nd respect of my  myhouse houseprotect protectyou ,3
4864,we will relese him into eternl drkness s  testimony to our piety nd piety wewill willrelese relesehim  intoeternl eternldrkness drknesss s testimony  toour  pietynd ndpiety  wewillrelese willrelesehim relese eternl intoeternldrkness eternldrknesss drknesss stestimony  our to nd pietyndpiety ,3
4865,and  like you to explain it to the sister superior and like likeyou youto toexplain  itto tothe    andlike likeyou likeyouto  to to  to superior ,3
4866,time ws  squeeze  pimple like you timews ws squeeze squeeze pimple pimplelike likeyou  timews wssqueeze squeeze squeezepimple pimplelike pimplelikeyou ,3
4867, was once one of those ptful wretches you see down there was   oneof  thoseptful ptfulwretches  yousee  downthere   one of one ptful thoseptfulwretches ptful see you there ,3
4868,every dy you give this zupep  dollr for sweeping our sidewlk everydy dyyou yougive givethis thiszupep zupep dollr dollrfor   oursidewlk  everydyyou dyyougive yougivethis givethiszupep thiszupep zupepdollr dollrfor dollr our sidewlk ,3
4869, hate bankers hate hatebankers  hatebankers ,3
4870,but the gun  death and purifies the earth of the filth of brutals butthe thegun gun death    theearth  ofthe      thegun gundeath  purifies the earth the the of of brutals ,3
4871, certanly  conscously realze t and  thnk sayng that s pretty rotten of you certanly certanly conscously conscouslyrealze realzet tand and thnk thnksayng sayngthat thats spretty   ofyou  certanly certanlyconscously conscouslyrealze conscouslyrealzet realzetand tand andthnk thnksayng thnksayngthat sayngthats thatspretty s of you ,3
4872,  silly rticle of yours  silly sillyrticle rticleof ofyours  silly sillyrticle sillyrticleof rticleofyours ,3
4873, much too smart  you  much muchtoo toosmart smart you you  muchtoo muchtoosmart toosmart smartyou you ,3
4874,after marrying clear what aftermarrying marryingclear clearwhat  aftermarryingclear marryingclearwhat ,3
4875,this is the person park mr computer downstairs some of the hardware is so outdated thisis isthe theperson       ofthe   isso   thisisthe istheperson the mr computer downstairs some of the of is so is ,3
4876, you realize that americans dislike having their children stolen  you         stolen   that americans dislike having their children stolen  ,3
4877,person  know you lke  lot of crooked sht person know knowyou youlke lke lot lotof ofcrooked crookedsht  personknow knowyou knowyoulke youlke lkelot lotof lotofcrooked ofcrookedsht ,3
4878,mom sid sleeping with you ws like sleeping with  sld with bd dressing  momsid sidsleeping sleepingwith withyou youws wslike  sleepingwith with sld sldwith withbd bddressing dressing  momsidsleeping sidsleepingwith  withyouws youwslike ws with sleepingwith withsld sldwith sldwithbd withbddressing bddressing ,3
4879,those two lovebirds next door driving you nuts     nextdoor   younuts nuts  lovebirds next door next you nuts younuts ,3
4880,so you better hit them  my little babies or sergeant person with the big  is gonna see how far he can stick it up your ass soyou youbetter   them my mylittle     personwith withthe thebig big is isgonna gonnasee  howfar  hecan   itup upyour yourass   you them  themmy mylittle my or sergeant person with   thebig bigis isgonna  gonna far how can he it up   ,3
4881, just hate to hear you blaspheme just justhate hateto tohear hearyou youblaspheme  justhate justhateto hatetohear tohearyou hearyoublaspheme ,3
4882, ntend to mke  full report of your ctvtes n ths cmp ntend ntendto tomke mke full   ofyour yourctvtes ctvtesn nths thscmp  ntendto ntendtomke tomke mkefull  of your ofyourctvtes yourctvtesn ctvtesnths nthscmp ,3
4883,this is very strange thisis isvery verystrange  thisisvery isverystrange ,3
4884, know you always say  not lke hm but here you are scrubbng up for the next  nstead of fghtng for the man that you love know knowyou youalways  say not notlke lkehm hmbut  hereyou youare arescrubbng scrubbngup upfor forthe thenext next nstead nsteadof offghtng fghtngfor forthe theman manthat thatyou youlove  knowyou  you  saynot notlke notlkehm lkehmbut hm you hereyouare youarescrubbng arescrubbngup scrubbngupfor upforthe  thenext nextnstead nsteadof nsteadoffghtng offghtngfor fghtngforthe  themanthat  thatyoulove ,3
4885, sorry grandfather  got to get some air sorry sorrygrandfather grandfather got gotto toget getsome someair  sorrygrandfather sorrygrandfather grandfathergot gotto gottoget togetsome getsomeair ,3
4886,your old  been blsted out of his wheels nd your king sized  been twisted like   yourold old been beenblsted blstedout outof ofhis  wheelsnd ndyour   sized been   like   yourold oldbeen beenblsted beenblstedout blstedoutof outofhis of nd wheelsndyour nd sized  sizedbeen  like  like ,3
4887,this is junk thisis isjunk  thisisjunk ,3
4888, am sck and tred of ths contemptble young man  am amsck sckand andtred tredof ofths thscontemptble contemptbleyoung youngman man  amsck amsckand sckandtred andtredof tredofths ofthscontemptble thscontemptbleyoung contemptbleyoungman youngman ,3
4889,oh my god ohmy mygod  ohmygod ,3
4890,yeah that was real stupid of me yeahthat thatwas wasreal realstupid stupidof ofme  yeahthatwas thatwasreal wasrealstupid realstupidof stupidofme ,3
4891,  take any more of ths  take takeany anymore moreof ofths  take takeany takeanymore anymoreof moreofths ,3
4892,damn  thought she had better taste than that damn thought thoughtshe shehad hadbetter  tastethan thanthat  damnthought thoughtshe thoughtshehad shehadbetter had than tastethanthat ,3
4893,ignore that beast person you joined the church because you had no talents no     personyou youjoined  thechurch  becauseyou youhad hadno   no  beast person you  you church the you   had no  ,3
4894,cowards  cowards  ,3
4895,to kill the brutals who multiply and are legion tokill      andare   to brutals who multiply and are and ,3
4896,he sys tht  looking t  gint sshole from loction hesys systht tht looking lookingt t gint gintsshole ssholefrom fromloction  hesystht systht thtlooking lookingt lookingt tgint gintsshole gintssholefrom ssholefromloction ,3
4897,you big fool  youbig bigfool fool  youbigfool bigfool ,3
4898,you are delighted to torture  youare aredelighted delightedto totorture torture  youaredelighted aredelightedto delightedtotorture totorture ,3
4899,person  no longer trust person no nolonger longertrust  personno nolonger nolongertrust ,3
4900, so damn mean he  get along with anybody so   meanhe he get getalong alongwith withanybody   mean he meanhe heget getalong getalongwith  ,3
4901,wan na apologize for the other night wanna naapologize apologizefor forthe theother othernight  wannaapologize naapologizefor apologizeforthe fortheother theothernight ,3
4902,who are you to dictate the  whoare areyou youto todictate dictatethe the  whoareyou areyouto youtodictate todictatethe dictatethe ,3
4903,why  you tell the truth for  why you youtell  thetruth truthfor for  whyyou youtell you truth thetruthfor truthfor ,3
4904,  thnk t's here  do not thnk so  thnk thnkt's t'shere here do donot notthnk thnkso  thnk thnkt's thnkt'shere t'shere heredo donot donotthnk notthnkso ,3
4905,the  got files on me the got gotfiles fileson onme  thegot gotfiles gotfileson filesonme ,3
4906,you are now different youare arenow nowdifferent  youarenow arenowdifferent ,3
4907,for you to become  murderer  foryou youto tobecome become murderer murderer  foryouto youtobecome tobecome becomemurderer murderer ,3
4908, not proud of that not notproud proudof ofthat  notproud notproudof proudofthat ,3
4909,coco sounds like she caught the old man cheating again  soundslike likeshe   theold oldman    like  like the old theoldman old again ,3
4910,  know you from somewhere   know knowyou youfrom fromsomewhere somewhere  know knowyou knowyoufrom youfromsomewhere fromsomewhere ,3
4911,we gonn lose  mn like person here for  wegonn gonnlose lose mn mnlike likeperson personhere herefor for  wegonnlose gonnlose losemn mnlike mnlikeperson   herefor ,3
4912,der  mere child der mere merechild  dermere merechild ,3
4913,another example of the pastoral beliefs you are proving   ofthe    youare areproving  of the of beliefs you are  ,3
4914, bet person was porkng her and takng the money to keep her n style bet  personwas wasporkng porkngher  andtakng takngthe themoney    hern nstyle   was personwasporkng wasporkngher porkng takng andtakngthe takngthemoney the keep her n hernstyle ,3
4915, no order no discipline no noorder orderno nodiscipline  noorder noorderno ordernodiscipline ,3
4916, ashamed of you person ashamed ashamedof ofyou youperson  ashamedof ashamedofyou ofyouperson ,3
4917, face it face faceit  faceit ,3
4918,those dopes are trying to crack open the safe   aretrying tryingto   openthe   are trying  trying open the open ,3
4919,hear me vain and foolish mortal woman hearme mevain vainand andfoolish foolishmortal mortalwoman  hearmevain mevainand vainandfoolish andfoolishmortal foolishmortalwoman ,3
4920,you want to sit down and drink and feel sorry for yourself youwant wantto tosit sitdown    andfeel feelsorry sorryfor foryourself  youwantto  tositdown sit drink and feel  feelsorryfor  ,3
4921, guess t's not n here  guess not guess guesst's t'snot notn nhere here guess guessnot  guesst's guesst'snot t'snotn notnhere nhere hereguess guessnot ,3
4922,these words are useless thesewords wordsare areuseless  thesewordsare wordsareuseless ,3
4923,little bear was just trying to deliver me the worst possible insult   wasjust justtrying tryingto   methe theworst    was just  justtryingto trying me the  the insult ,3
4924,what is it with you boys and your war toys  whatis isit  withyou  boysand andyour  wartoys toys  whatisit is you with and  and toys wartoys ,3
4925,act your age  actyour yourage age  actyourage yourage ,3
4926,you brat  youbrat brat  youbrat ,3
4927,drling  mere child drling mere merechild  drlingmere merechild ,3
4928,what he would do one day he would gladly undo the next whathe  woulddo       undothe thenext  what do would day he day gladly undo the  ,3
4929,do you remember what  told you about the  yes doyou youremember rememberwhat what told toldyou youabout aboutthe the yes  doyouremember yourememberwhat rememberwhat whattold toldyou toldyouabout youaboutthe aboutthe theyes ,3
4930,and none of us used to carry guns andnone noneof ofus usused usedto tocarry carryguns  andnoneof noneofus ofusused ususedto usedtocarry tocarryguns ,3
4931, naughty  naughty naughty  naughty ,3
4932,apparently prince person thought this was very important apparentlyprince princeperson personthought  thiswas wasvery veryimportant  apparentlyprinceperson princepersonthought person was thiswasvery wasveryimportant ,3
4933,of course cry all you want ofcourse coursecry cryall allyou youwant  ofcoursecry coursecryall cryallyou allyouwant ,3
4934,perhps long with  poster mking singing tht turned into  crry on perhpslong longwith with poster postermking mkingsinging singingtht thtturned  into crry crryon  perhpslongwith longwith withposter postermking postermkingsinging mkingsingingtht singingthtturned tht  intocrry crryon ,3
4935, lying lying  ,3
4936,the dishes are on the table the refrigerator door was open   areon  thetable  therefrigerator     are on are table the refrigerator the was open ,3
4937,you must come from the stone age youmust mustcome comefrom  thestone stoneage  youmustcome mustcomefrom come stone thestoneage ,3
4938, ashamed of you person ashamed ashamedof ofyou youperson  ashamedof ashamedofyou ofyouperson ,3
4939, get seasck  absolutely hate boats get getseasck seasck absolutely absolutelyhate hateboats  getseasck getseasck seasckabsolutely absolutelyhate absolutelyhateboats ,3
4940,by getting blackout drunk bygetting gettingblackout blackoutdrunk  bygettingblackout gettingblackoutdrunk ,3
4941,you humiliated him again youhumiliated humiliatedhim himagain  youhumiliatedhim humiliatedhimagain ,3
4942,this is n ttempt to pint the defendnt s  luntic thisis isn nttempt ttemptto topint pintthe thedefendnt defendnts s luntic  thisisn isnttempt nttemptto ttempttopint topintthe pintthedefendnt thedefendnts defendnts sluntic ,3
4943,f  catch any of you guys n my stuff 'll kll you f catch  anyof ofyou youguys guysn nmy mystuff stuff'll 'llkll kllyou  fcatch  of   youguysn guysnmy nmystuff mystuff'll stuff'llkll 'llkllyou ,3
4944,  thnk  lot of us stopped nd thought ths could be our sster or our brother  thnk thnk lot lotof ofus  stoppednd ndthought thoughtths thscould couldbe beour oursster ssteror    thnk thnk thnklot lotof lotofus of nd stoppedndthought ndthoughtths thoughtthscould thscouldbe  beoursster ourssteror sster brother ,3
4945, mde  del wth  cop once mde mde del delwth wth cop coponce  mde mdedel delwth delwth wthcop coponce ,3
4946, entirely why  you bring person in to make sure the phone gets  entirely  why you youbring  personin into tomake   thephone  gets    whyyou youbring you in   to the phone the  ,3
4947, flying under false colours miss person flying flyingunder underfalse falsecolours coloursmiss missperson  flyingunder flyingunderfalse underfalsecolours falsecoloursmiss coloursmissperson ,3
4948,mybe  little noisier mybe little littlenoisier  mybelittle littlenoisier ,3
4949,did you spend every cent you ever made  didyou youspend spendevery everycent centyou youever evermade made  didyouspend youspendevery spendeverycent everycentyou centyouever youevermade evermade ,3
4950,you told me you were taking me home youtold toldme meyou youwere weretaking takingme mehome  youtoldme toldmeyou meyouwere youweretaking weretakingme takingmehome ,3
4951,mother  have to skip your party tonight mother have haveto toskip skipyour yourparty partytonight  motherhave haveto havetoskip toskipyour skipyourparty yourpartytonight ,3
4952,you re  mutnt youre re mutnt  youre remutnt ,3
4953, lost another man and that bastard thinks  funny lost    andthat   thinks funny   man and that and thinks  thinksfunny ,3
4954, person park mr computer from downstairs some of the hardware is so outdated person        ofthe   isso    mr computer from downstairs some of the of is so is ,3
4955, disrespectful disrespectful  ,3
4956,  contemptible little pervert   contemptible contemptiblelittle littlepervert pervert  contemptible contemptiblelittle contemptiblelittlepervert littlepervert ,3
4957,plese bring  fishbowl plesebring bring fishbowl  plesebring bringfishbowl ,3
4958, too much loss of life and property damage possible too toomuch   oflife lifeand     toomuch too of life oflifeand life damage possible ,3
4959,you think you have free license to be insulting  youthink thinkyou youhave havefree freelicense licenseto tobe beinsulting insulting  youthinkyou       beinsulting ,3
4960,ll right so we got ourselves  rel live rt right  llright rightso sowe wegot  ourselves rel rellive livert rtright right  llrightso   we  ourselvesrel rellive rellivert livertright rtright ,3
4961,show me how to punish perseus for this blasphemy  showme  howto    forthis  blasphemy  show to how perseus for this for  ,3
4962,wht kind of  fther re you nywy  whtkind kindof of fther ftherre reyou younywy nywy  whtkindof kindof offther ftherre ftherreyou reyounywy younywy ,3
4963, n opertor not  policymker get used to it n nopertor opertornot not policymker policymkerget  usedto toit  nopertor nopertornot opertornot notpolicymker policymkerget policymker to  ,3
4964,whch  wll never understand whch wll wllnever neverunderstand  whchwll wllnever wllneverunderstand ,3
